Registros de Boletins de Ocorrências por munícipio e mês - 2005.;;;;;;;;
Fonte: SinespJC - Módulo Polícias Civis do Brasil. Extração em 25/01/2018.;;;;;;;;
Nota 1: As informações apresentadas estão de acordo com o nível de alimentação e consolidação por parte dos Estados, na base de dados do SinespJC, módulo Polícia Civil, na data da extração.;;;;;;;;
"Nota 2: Por motivo de compactação do arquivo, os campos ""sem informação"" ou preenchidos com ""0 (zero)"" foram desconsiderados.";;;;;;;;
Região;Sigla UF;UF;Código IBGE Município;Município;Tipo Crime;Mês;Mês/Ano;PC-Qtde Ocorrências
CENTRO-OESTE;DF;Distrito Federal;530010802;Gama;Roubo seguido de morte (latrocínio);07;07/2005;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;01;01/2005;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;02;02/2005;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;03;03/2005;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;04;04/2005;6
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;05;05/2005;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;06;06/2005;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;07;07/2005;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;08;08/2005;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;09;09/2005;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;10;10/2005;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Estupro;12;12/2005;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;01;01/2005;116
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;02;02/2005;88
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;03;03/2005;120
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;04;04/2005;87
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;05;05/2005;86
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;06;06/2005;85
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;07;07/2005;114
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;08;08/2005;125
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;09;09/2005;101
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;10;10/2005;100
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;11;11/2005;114
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Furto de veículo;12;12/2005;129
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;01;01/2005;3
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;02;02/2005;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;03;03/2005;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;04;04/2005;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;05;05/2005;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;06;06/2005;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;07;07/2005;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;08;08/2005;2
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;09;09/2005;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;10;10/2005;4
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;11;11/2005;7
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Homicídio doloso;12;12/2005;5
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Lesão corporal seguida de morte;05;05/2005;1
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;01;01/2005;42
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;02;02/2005;21
CENTRO-OESTE;DF;Distrito Federal;530010803;Taguatinga;Roubo de veículo;03;03/2005;28
