Registros de Boletins de Ocorrências por munícipio e mês - 2009.;;;;;;;;
Fonte: SinespJC - Módulo Polícias Civis do Brasil. Extração em 25/01/2018.;;;;;;;;
Nota 1: As informações apresentadas estão de acordo com o nível de alimentação e consolidação por parte dos Estados, na base de dados do SinespJC, módulo Polícia Civil, na data da extração.;;;;;;;;
"Nota 2: Por motivo de compactação do arquivo, os campos ""sem informação"" ou preenchidos com ""0 (zero)"" foram desconsiderados.";;;;;;;;
Região;Sigla UF;UF;Código IBGE Município;Município;Tipo Crime;Mês;Mês/Ano;PC-Qtde Ocorrências
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;07;07/2009;10
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;08;08/2009;8
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;09;09/2009;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;10;10/2009;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;11;11/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo de veículo;12;12/2009;9
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);01;01/2009;2
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);02;02/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);03;03/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);04;04/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);05;05/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);06;06/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);07;07/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);08;08/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);09;09/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);10;10/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);11;11/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010806;Planaltina;Roubo seguido de morte (latrocínio);12;12/2009;3
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;01;01/2009;7
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;02;02/2009;4
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;03;03/2009;5
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;04;04/2009;2
CENTRO-OESTE;DF;Distrito Federal;530010809;Ceilândia;Estupro;05;05/2009;6
